employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-53397675,William,Johnson,Male,New York,Rochester,2017-11-10,Operations,Logistics Coordinator,Bachelor,66177,Satisfactory,No,1972-08-20,
00-69014061,Elizabeth,Thomas,Female,New York,Buffalo,2018-07-14,Customer Service,Help Desk Technician,Bachelor,69498,Good,Yes,1989-12-17,
00-25743269,Lucas,Moore,Male,New York,Buffalo,2019-10-28,Sales,Sales Consultant,Master,84094,Good,No,1984-03-18,
00-61744941,Luna,Lopez,Female,New York,Buffalo,2018-07-22,Customer Service,Customer Service Representative,High School,60169,Needs Improvement,No,1982-09-24,
00-52543251,Jackson,Williams,Male,New York,New York City,2023-11-24,Sales,Sales Consultant,Master,91295,Good,No,2002-05-06,
00-38709086,Mia,Rodriguez,Female,Pennsylvania,Pittsburgh,2022-11-23,IT,IT Support Specialist,Bachelor,61541,Needs Improvement,Yes,1983-02-22,
00-68685794,Sebastian,Anderson,Male,New York,Buffalo,2020-11-02,Finance,Financial Analyst,Master,66981,Excellent,No,2001-01-06,
00-43626780,Isabella,Moore,Female,New York,New York City,2023-09-11,Operations,Logistics Coordinator,Bachelor,60416,Good,No,1975-03-04,
00-56731994,Mia,Smith,Female,New York,Rochester,2023-11-29,Customer Service,Help Desk Technician,Bachelor,71485,Satisfactory,No,1984-10-08,
00-72555645,Ethan,Wilson,Male,New York,Buffalo,2017-08-06,Customer Service,Customer Service Representative,Bachelor,72232,Good,No,1977-06-30,
00-35633440,Ella,Lopez,Female,New York,New York City,2017-10-18,Customer Service,Support Specialist,High School,57280,Excellent,No,1961-12-17,
00-11432428,Elijah,Anderson,Male,New York,Rochester,2018-03-17,Marketing,Content Creator,Bachelor,64047,Good,No,1989-01-26,
00-10753570,Aiden,Martinez,Male,Michigan,Grand Rapids,2018-12-20,Operations,Operations Analyst,Master,75684,Good,Yes,2003-09-27,
00-59508547,Mason,Taylor,Male,New York,Buffalo,2024-08-23,Operations,Operations Analyst,Master,82156,Excellent,No,1970-10-07,
00-46645175,Noah,Rodriguez,Male,New York,Rochester,2021-06-04,Sales,Sales Specialist,Bachelor,71541,Good,No,1999-01-26,
00-15894491,Harper,Rodriguez,Female,New York,Rochester,2021-08-11,Operations,Logistics Coordinator,Bachelor,54627,Satisfactory,Yes,1967-10-04,
00-14083774,Henry,Martin,Male,New York,Rochester,2021-07-10,IT,Software Developer,Bachelor,105164,Good,Yes,2000-09-02,
00-33323144,Henry,Moore,Male,New York,Buffalo,2023-01-15,Customer Service,Help Desk Technician,Bachelor,62425,Good,No,1992-06-10,
00-59597995,Liam,Martin,Male,New York,Rochester,2023-03-01,Operations,Logistics Coordinator,Bachelor,67275,Satisfactory,Yes,1992-07-25,
00-33744145,Sophia,Williams,Female,New York,New York City,2019-11-25,Customer Service,Customer Service Representative,Bachelor,55969,Good,Yes,1973-06-08,
00-26029189,Noah,Anderson,Male,New York,New York City,2021-01-25,Sales,Sales Specialist,Master,76147,Excellent,Yes,1997-06-29,
00-52176116,James,Moore,Male,New York,Buffalo,2017-11-28,Sales,Sales Specialist,Master,73057,Good,Yes,1981-01-14,
00-36062717,Matthew,Smith,Male,Michigan,Warren,2018-09-18,IT,System Administrator,Bachelor,93252,Good,No,2000-12-12,
00-52477264,Benjamin,Jackson,Male,Ohio,Columbus,2022-05-23,Marketing,Content Creator,Bachelor,71309,Good,No,1973-06-23,
00-79302042,Liam,Gonzalez,Male,New York,New York City,2019-09-17,Customer Service,Support Specialist,Bachelor,62512,Good,No,1974-10-05,
00-99877717,Olivia,Williams,Female,New York,New York City,2017-10-23,IT,Software Developer,Master,95726,Satisfactory,No,1966-02-26,
00-77313639,Oliver,Rodriguez,Male,New York,Rochester,2016-06-21,Operations,Operations Analyst,Master,68638,Satisfactory,No,1992-11-29,
00-15973820,Mason,Martin,Male,New York,Buffalo,2017-07-16,Customer Service,Help Desk Technician,Bachelor,80547,Satisfactory,No,1980-01-07,
00-64928808,Benjamin,Smith,Male,New York,Rochester,2018-08-06,Operations,Operations Analyst,Bachelor,90236,Satisfactory,Yes,1963-06-13,
00-57068114,James,Hernandez,Male,Florida,Tampa,2019-11-21,IT,Software Developer,Master,95415,Good,No,1971-09-29,
00-21555506,Mila,Anderson,Female,Michigan,Detroit,2016-12-22,Sales,Sales Consultant,PhD,111252,Good,No,1970-01-06,
00-22154988,Benjamin,Williams,Male,New York,Rochester,2017-08-18,Customer Service,Help Desk Technician,High School,82914,Good,No,1997-02-25,
00-94104175,Liam,Garcia,Male,New York,Rochester,2023-03-26,Operations,Logistics Coordinator,Bachelor,69613,Good,No,1988-01-01,
00-95623611,Ethan,Anderson,Male,New York,New York City,2016-10-08,IT,System Administrator,Bachelor,85028,Good,No,1997-10-15,
00-43115824,Evelyn,Miller,Female,New York,New York City,2022-10-14,Operations,Inventory Specialist,High School,54700,Satisfactory,No,1981-11-25,
00-27815365,Logan,Johnson,Male,New York,Rochester,2018-04-22,IT,IT Support Specialist,Bachelor,58840,Good,Yes,1999-10-12,
00-33891297,Harper,Jones,Female,New York,Rochester,2020-06-09,Customer Service,Help Desk Technician,High School,65595,Good,No,1998-12-15,
00-40327888,Charlotte,Rodriguez,Female,New York,Rochester,2023-03-10,IT,IT Support Specialist,High School,59226,Good,No,2004-08-03,
00-49585149,Harper,Anderson,Female,New York,Buffalo,2017-07-10,Finance,Accountant,Bachelor,69155,Good,No,1993-09-07,
00-57667842,Mila,Lopez,Female,Michigan,Detroit,2018-09-07,Sales,Sales Specialist,Master,85847,Satisfactory,No,2004-10-31,
00-80201607,Camila,Garcia,Female,New York,Buffalo,2015-11-21,Operations,Logistics Coordinator,Bachelor,55118,Needs Improvement,No,1981-09-09,
00-88547299,Jacob,Jones,Male,Pennsylvania,Philadelphia,2020-03-22,Sales,Sales Representative,Bachelor,65760,Good,No,1982-05-14,
00-68230817,Emily,Martinez,Female,New York,Rochester,2017-09-29,Customer Service,Customer Service Representative,Bachelor,58041,Good,No,2001-05-10,
00-77614227,Sebastian,Rodriguez,Male,New York,Buffalo,2016-10-27,Operations,Inventory Specialist,Bachelor,69614,Needs Improvement,No,1972-09-12,
00-38282626,Harper,Miller,Female,North Carolina,Greensboro,2019-01-13,Sales,Sales Specialist,Master,75398,Good,No,1990-08-11,
00-25475060,Sofia,Garcia,Female,New York,New York City,2019-07-01,IT,Software Developer,Master,90795,Excellent,Yes,1976-02-10,
00-88761749,Alexander,Lopez,Male,New York,Rochester,2020-09-12,Operations,Operations Manager,Master,105770,Satisfactory,No,1962-10-29,
00-88972473,Olivia,Hernandez,Female,Michigan,Grand Rapids,2022-09-02,Operations,Logistics Coordinator,Bachelor,65028,Good,Yes,1982-04-19,
00-58168614,Liam,Garcia,Male,New York,Rochester,2019-05-10,Sales,Sales Representative,Bachelor,66319,Satisfactory,Yes,1987-08-17,
00-55187329,James,Garcia,Male,New York,Buffalo,2024-04-28,Customer Service,Support Specialist,Bachelor,59701,Good,Yes,1977-09-30,
00-31843350,Daniel,Moore,Male,Michigan,Detroit,2017-01-09,Marketing,SEO Specialist,Bachelor,68094,Good,Yes,2002-10-08,
00-68922751,Matthew,Anderson,Male,Florida,Miami,2020-09-26,Sales,Sales Specialist,PhD,74865,Good,Yes,1995-08-07,
00-68380480,Jacob,Thomas,Male,New York,Rochester,2023-04-09,Marketing,Marketing Coordinator,Bachelor,78667,Good,No,2001-07-12,
00-60092039,Matthew,Hernandez,Male,Illinois,Chicago,2019-06-05,IT,Software Developer,Bachelor,98365,Satisfactory,No,1991-04-10,
00-50288578,Noah,Davis,Male,New York,New York City,2022-12-16,Finance,Accountant,Bachelor,74990,Satisfactory,Yes,1985-07-16,
00-78043121,James,Wilson,Male,New York,New York City,2019-04-15,IT,IT Support Specialist,High School,57997,Good,Yes,1964-11-20,
00-87509126,Jacob,Jackson,Male,New York,New York City,2015-07-18,Sales,Sales Representative,Bachelor,78088,Good,No,1966-06-01,
00-32331780,Evelyn,Martin,Female,New York,New York City,2024-07-22,Operations,Operations Analyst,Bachelor,84604,Satisfactory,No,1990-07-18,
00-36637137,Mila,Jones,Female,North Carolina,Greensboro,2016-05-09,Operations,Logistics Coordinator,Bachelor,62675,Good,No,1973-06-19,
00-17220926,Ava,Martinez,Female,New York,Buffalo,2023-02-24,Sales,Sales Representative,Bachelor,54070,Good,No,1982-05-05,
00-56453084,Daniel,Gonzalez,Male,New York,Buffalo,2017-01-01,IT,IT Support Specialist,High School,63144,Needs Improvement,Yes,1986-04-23,
00-98396950,Sophia,Miller,Female,New York,New York City,2023-04-28,IT,IT Support Specialist,Bachelor,60183,Good,No,1964-04-29,
00-51275542,William,Garcia,Male,Michigan,Detroit,2017-03-20,Operations,Logistics Coordinator,Bachelor,71308,Good,No,1968-06-02,
00-68592599,Ava,Davis,Female,New York,Rochester,2017-08-04,Finance,Accountant,Bachelor,85774,Satisfactory,No,1962-08-16,
00-60232033,Liam,Thomas,Male,New York,Rochester,2017-02-08,Operations,Logistics Coordinator,Bachelor,62351,Satisfactory,No,1985-08-15,
00-73189799,Avery,Gonzalez,Female,Illinois,Chicago,2022-12-21,Sales,Sales Representative,Bachelor,62161,Good,No,1989-05-22,
00-73391831,Jacob,Anderson,Male,New York,New York City,2022-10-24,Operations,Logistics Coordinator,Bachelor,61096,Good,No,1974-10-21,
00-22861395,Ella,Jones,Female,Michigan,Grand Rapids,2018-12-30,Operations,Logistics Coordinator,Bachelor,56001,Satisfactory,Yes,1998-07-29,
00-27921592,Ella,Hernandez,Female,New York,New York City,2023-11-15,Operations,Operations Analyst,Master,62590,Good,No,1977-04-28,
00-66987832,Matthew,Gonzalez,Male,New York,Rochester,2020-05-14,Operations,Inventory Specialist,High School,61576,Needs Improvement,Yes,2004-04-11,
00-75539768,Aiden,Smith,Male,New York,New York City,2017-08-25,Operations,Operations Analyst,Bachelor,69493,Good,Yes,1982-09-03,
00-33912234,Lucas,Lopez,Male,New York,New York City,2018-07-14,Operations,Logistics Coordinator,Bachelor,74714,Excellent,Yes,1976-10-22,
00-10213612,Matthew,Martin,Male,Michigan,Warren,2022-12-22,IT,IT Support Specialist,High School,63723,Good,No,1974-03-17,
00-20370954,Amelia,Jones,Female,New York,Rochester,2020-01-18,Operations,Logistics Coordinator,Bachelor,54886,Satisfactory,No,2000-03-20,
00-38351125,Logan,Wilson,Male,Illinois,Naperville,2016-05-29,IT,IT Support Specialist,Bachelor,65727,Excellent,No,1991-12-21,
00-97784425,Mia,Wilson,Female,Michigan,Grand Rapids,2017-05-01,Sales,Sales Specialist,Bachelor,69884,Good,No,1998-08-09,
00-61917499,Henry,Johnson,Male,New York,Rochester,2017-06-13,Customer Service,Customer Service Representative,Bachelor,65909,Good,No,1982-03-29,
00-34094492,Benjamin,Gonzalez,Male,New York,New York City,2022-11-20,Finance,Financial Analyst,Bachelor,105058,Excellent,Yes,1990-09-15,
00-24284867,Daniel,Williams,Male,New York,New York City,2018-10-12,Sales,Sales Representative,Bachelor,76278,Good,No,1970-02-28,
00-23610361,Ella,Smith,Female,New York,Rochester,2017-02-19,Sales,Sales Representative,Bachelor,54478,Satisfactory,No,1994-11-12,
00-87132540,Jackson,Gonzalez,Male,Pennsylvania,Philadelphia,2022-01-05,IT,Software Developer,Master,84559,Good,No,1984-02-08,
00-75248523,Jacob,Wilson,Male,New York,Buffalo,2023-04-28,Marketing,Marketing Coordinator,Bachelor,63957,Satisfactory,No,1981-06-26,
00-67040011,Harper,Brown,Female,New York,New York City,2021-11-08,Marketing,Content Creator,Bachelor,62544,Excellent,No,1980-01-01,
00-70434208,Sofia,Lopez,Female,New York,Rochester,2023-10-04,IT,IT Support Specialist,High School,63877,Satisfactory,No,1995-04-03,
00-54971462,Sebastian,Lopez,Male,Ohio,Cleveland,2016-03-10,Customer Service,Help Desk Technician,Bachelor,72118,Good,No,1960-04-21,
00-66917057,Sebastian,Gonzalez,Male,New York,New York City,2023-02-01,Operations,Operations Analyst,Bachelor,73944,Needs Improvement,No,1988-09-05,
00-30184631,Emma,Hernandez,Female,New York,Rochester,2024-10-01,Operations,Logistics Coordinator,Bachelor,60471,Good,No,1998-05-29,
00-89208997,Mason,Miller,Male,North Carolina,Charlotte,2020-08-26,Operations,Logistics Coordinator,Bachelor,70015,Excellent,Yes,1995-04-16,
00-71067638,Elizabeth,Johnson,Female,New York,Rochester,2019-01-16,Sales,Sales Consultant,Master,81276,Good,No,1983-10-09,
00-26314358,Henry,Anderson,Male,New York,New York City,2018-12-12,Customer Service,Support Specialist,High School,61226,Good,No,1963-11-24,
00-90440472,Ethan,Rodriguez,Male,New York,Buffalo,2019-09-20,Operations,Operations Analyst,Master,68518,Needs Improvement,No,1977-09-13,
00-49747835,Liam,Moore,Male,New York,New York City,2017-04-24,Sales,Sales Specialist,Bachelor,66131,Needs Improvement,No,1975-05-06,
00-57900342,Michael,Smith,Male,New York,New York City,2019-04-26,Customer Service,Support Specialist,High School,54919,Good,No,1994-05-28,
00-95360153,Noah,Martin,Male,Michigan,Grand Rapids,2016-10-11,Operations,Inventory Specialist,High School,63379,Satisfactory,No,1981-06-10,
00-14914026,Avery,Gonzalez,Female,North Carolina,Greensboro,2017-02-02,IT,Software Developer,Bachelor,100693,Satisfactory,No,2001-01-26,
00-81804498,James,Jones,Male,North Carolina,Greensboro,2022-09-03,Operations,Logistics Coordinator,Bachelor,70392,Good,No,1983-06-15,
00-76229777,Elizabeth,Rodriguez,Female,New York,Rochester,2018-06-27,Marketing,Marketing Coordinator,Bachelor,72312,Needs Improvement,No,1966-03-26,
00-92844702,Lucas,Taylor,Male,Michigan,Grand Rapids,2020-01-16,Customer Service,Support Specialist,High School,64452,Good,No,1989-03-01,
00-20272507,Alexander,Lopez,Male,New York,New York City,2015-08-25,Customer Service,Customer Service Representative,High School,55192,Needs Improvement,No,1985-11-04,
00-95606010,Isabella,Gonzalez,Female,Ohio,Cleveland,2020-10-08,Sales,Sales Specialist,PhD,65847,Needs Improvement,Yes,1967-05-29,
00-20571641,Abigail,Martinez,Female,Michigan,Detroit,2019-01-09,Operations,Operations Analyst,Master,84203,Good,Yes,1967-01-05,
00-34686713,Harper,Williams,Female,New York,Rochester,2023-06-18,Operations,Inventory Specialist,Bachelor,64591,Good,Yes,1964-06-12,
00-25626356,Elijah,Jackson,Male,New York,New York City,2017-04-28,IT,IT Manager,Master,111424,Good,No,1991-11-21,
00-92621946,Sofia,Moore,Female,New York,New York City,2023-04-05,IT,IT Support Specialist,High School,63584,Good,No,1971-01-02,
00-16554015,Emily,Jackson,Female,North Carolina,Charlotte,2019-10-23,Customer Service,Support Specialist,Bachelor,52037,Excellent,No,2002-05-10,
00-68645850,Harper,Garcia,Female,New York,Rochester,2017-09-18,Operations,Inventory Specialist,Bachelor,53225,Good,Yes,1977-08-31,
00-16139411,Aria,Gonzalez,Female,New York,New York City,2023-09-21,Operations,Inventory Specialist,Bachelor,59929,Excellent,No,1992-03-07,
00-48240309,Harper,Smith,Female,New York,Rochester,2019-01-08,Sales,Sales Representative,Bachelor,78460,Good,Yes,1960-08-01,
00-65609738,Oliver,Rodriguez,Male,Pennsylvania,Allentown,2017-08-21,IT,IT Support Specialist,High School,57093,Excellent,No,1979-01-14,
00-95209019,Abigail,Brown,Female,New York,Buffalo,2017-01-08,IT,Software Developer,Bachelor,81831,Excellent,Yes,1985-11-16,
00-53568260,Amelia,Williams,Female,New York,Rochester,2021-10-10,Customer Service,Support Specialist,Bachelor,54903,Satisfactory,No,1979-09-02,
00-91781029,Camila,Jackson,Female,New York,Buffalo,2019-08-20,Sales,Sales Consultant,Master,81122,Good,No,2004-11-24,
00-54124348,Sebastian,Gonzalez,Male,New York,New York City,2019-08-05,HR,HR Assistant,Bachelor,62226,Satisfactory,Yes,2004-10-15,
00-11686744,Abigail,Hernandez,Female,Florida,Orlando,2018-11-16,Customer Service,Support Specialist,Bachelor,55542,Needs Improvement,No,1978-08-07,
00-69644085,Sophia,Anderson,Female,Pennsylvania,Philadelphia,2023-07-13,Marketing,Marketing Coordinator,Bachelor,70144,Satisfactory,Yes,1974-03-25,
00-38271272,Avery,Garcia,Female,New York,Buffalo,2022-04-10,Sales,Sales Specialist,Bachelor,81960,Needs Improvement,Yes,1986-11-01,
00-64081453,Noah,Jackson,Male,New York,New York City,2024-09-02,Customer Service,Help Desk Technician,Bachelor,90356,Good,Yes,1980-02-08,
00-75302094,Avery,Lopez,Female,New York,New York City,2016-10-17,Customer Service,Support Specialist,High School,56484,Good,No,1994-05-19,
00-81080601,Emily,Martinez,Female,New York,Buffalo,2017-05-03,IT,IT Support Specialist,Bachelor,61783,Satisfactory,No,1974-07-01,
00-70599194,Camila,Smith,Female,New York,Buffalo,2017-08-16,Customer Service,Customer Service Representative,High School,64358,Good,Yes,1990-10-28,
00-32378699,Aria,Lopez,Female,New York,New York City,2020-06-10,Sales,Sales Representative,Bachelor,67952,Good,Yes,1988-09-06,
00-13141814,Logan,Moore,Male,New York,New York City,2022-04-02,Finance,Accounts Payable Specialist,Bachelor,66740,Good,Yes,1999-08-19,
00-60369810,Sebastian,Jones,Male,Illinois,Naperville,2018-11-26,Sales,Sales Consultant,PhD,81732,Satisfactory,No,1980-04-30,
00-26575085,James,Gonzalez,Male,New York,New York City,2017-02-12,Operations,Operations Manager,Bachelor,113472,Satisfactory,No,1966-07-29,
00-86604099,Logan,Garcia,Male,New York,New York City,2023-10-25,Operations,Logistics Coordinator,Bachelor,75492,Good,No,1960-07-12,
00-63836946,Sebastian,Wilson,Male,Michigan,Detroit,2018-03-26,Customer Service,Support Specialist,High School,63788,Excellent,Yes,1970-01-09,
00-66127168,Matthew,Rodriguez,Male,Pennsylvania,Pittsburgh,2018-05-22,Operations,Inventory Specialist,Bachelor,64876,Satisfactory,No,1970-10-20,
00-94594167,James,Hernandez,Male,New York,Rochester,2020-07-25,Customer Service,Help Desk Technician,Bachelor,77904,Satisfactory,No,1985-09-30,
00-62636618,Lucas,Gonzalez,Male,New York,Buffalo,2020-06-29,HR,Recruiter,High School,71755,Excellent,No,1961-06-12,
00-48424310,Camila,Garcia,Female,New York,New York City,2024-03-09,IT,System Administrator,Bachelor,76068,Satisfactory,Yes,1992-10-24,
00-63694387,Evelyn,Smith,Female,New York,Rochester,2020-05-09,Sales,Sales Specialist,Bachelor,58098,Satisfactory,No,2004-02-28,
00-72279909,Mia,Brown,Female,New York,New York City,2018-09-11,Sales,Sales Specialist,PhD,103930,Good,No,1961-11-07,
00-66116418,Elizabeth,Wilson,Female,New York,Buffalo,2017-01-12,Sales,Sales Specialist,Master,70607,Good,Yes,1985-10-13,
00-93064126,Lucas,Jones,Male,New York,Rochester,2021-07-15,IT,Software Developer,Bachelor,106186,Good,Yes,1967-02-17,
00-20805307,Aria,Jackson,Female,New York,Buffalo,2022-01-09,Sales,Sales Specialist,PhD,83943,Excellent,No,1983-08-13,
00-53623487,Matthew,Davis,Male,New York,Buffalo,2017-08-31,Sales,Sales Specialist,PhD,62762,Satisfactory,Yes,1969-06-02,
00-73339163,Ava,Lopez,Female,Florida,Tampa,2015-08-22,Customer Service,Customer Service Representative,High School,57971,Satisfactory,Yes,1978-09-06,
00-97793969,Jacob,Moore,Male,New York,New York City,2020-03-15,IT,Software Developer,Bachelor,91163,Satisfactory,Yes,1997-04-29,
00-31659959,Daniel,Lopez,Male,Illinois,Aurora,2022-04-03,IT,Software Developer,Bachelor,94325,Good,No,2000-07-18,
00-33516421,Henry,Miller,Male,New York,Rochester,2018-04-24,Operations,Operations Analyst,Bachelor,91200,Satisfactory,No,1978-08-12,
00-18699029,Liam,Miller,Male,New York,New York City,2020-06-27,Customer Service,Help Desk Technician,High School,55251,Good,No,1995-07-06,
00-42889647,Matthew,Anderson,Male,New York,Rochester,2024-11-05,IT,System Administrator,Master,88964,Satisfactory,No,1977-04-15,
